Country Name,Country Code,Time,"Intentional homicides (per 100,000 people) "
Uruguay,URY,2017,8.263873633
Uruguay,URY,2018,12.06045302
Uruguay,URY,2019,..
"Venezuela, RB",VEN,1960,..
"Venezuela, RB",VEN,1961,..
"Venezuela, RB",VEN,1962,..
"Venezuela, RB",VEN,1963,..
"Venezuela, RB",VEN,1964,..
"Venezuela, RB",VEN,1965,..
"Venezuela, RB",VEN,1966,..
"Venezuela, RB",VEN,1967,..
"Venezuela, RB",VEN,1968,..
"Venezuela, RB",VEN,1969,..
"Venezuela, RB",VEN,1970,..
"Venezuela, RB",VEN,1971,..
"Venezuela, RB",VEN,1972,..
"Venezuela, RB",VEN,1973,..
"Venezuela, RB",VEN,1974,..
"Venezuela, RB",VEN,1975,..
"Venezuela, RB",VEN,1976,..
"Venezuela, RB",VEN,1977,..
"Venezuela, RB",VEN,1978,..
"Venezuela, RB",VEN,1979,..
"Venezuela, RB",VEN,1980,..
"Venezuela, RB",VEN,1981,..
"Venezuela, RB",VEN,1982,..
"Venezuela, RB",VEN,1983,..
"Venezuela, RB",VEN,1984,..
"Venezuela, RB",VEN,1985,..
"Venezuela, RB",VEN,1986,..
"Venezuela, RB",VEN,1987,..
"Venezuela, RB",VEN,1988,..
"Venezuela, RB",VEN,1989,..
"Venezuela, RB",VEN,1990,12.60144764
"Venezuela, RB",VEN,1991,12.45004432
"Venezuela, RB",VEN,1992,15.88699589
"Venezuela, RB",VEN,1993,20.42166066
"Venezuela, RB",VEN,1994,22.04003967
"Venezuela, RB",VEN,1995,20.43218378
"Venezuela, RB",VEN,1996,22.16151865
"Venezuela, RB",VEN,1997,18.50007683
"Venezuela, RB",VEN,1998,19.53748378
"Venezuela, RB",VEN,1999,25.1644546
"Venezuela, RB",VEN,2000,33.15910679
"Venezuela, RB",VEN,2001,32.29671299
"Venezuela, RB",VEN,2002,38.31411977
"Venezuela, RB",VEN,2003,44.38856802
"Venezuela, RB",VEN,2004,37.38566675
"Venezuela, RB",VEN,2005,37.6960966
"Venezuela, RB",VEN,2006,45.64958386
"Venezuela, RB",VEN,2007,48.28314977
"Venezuela, RB",VEN,2008,52.7901698
"Venezuela, RB",VEN,2009,49.8911741
"Venezuela, RB",VEN,2010,45.99165498
"Venezuela, RB",VEN,2011,48.80248539
"Venezuela, RB",VEN,2012,54.73960253
"Venezuela, RB",VEN,2013,..
"Venezuela, RB",VEN,2014,63.34259928
"Venezuela, RB",VEN,2015,52.03806272
"Venezuela, RB",VEN,2016,59.555297
"Venezuela, RB",VEN,2017,49.87674509
"Venezuela, RB",VEN,2018,36.68763484
"Venezuela, RB",VEN,2019,..
Suriname,SUR,1960,..
Suriname,SUR,1961,..
Suriname,SUR,1962,..
Suriname,SUR,1963,..
Suriname,SUR,1964,..
Suriname,SUR,1965,..
Suriname,SUR,1966,..
Suriname,SUR,1967,..
Suriname,SUR,1968,..
Suriname,SUR,1969,..
Suriname,SUR,1970,..
Suriname,SUR,1971,..
Suriname,SUR,1972,..
Suriname,SUR,1973,..
Suriname,SUR,1974,..
Suriname,SUR,1975,..
Suriname,SUR,1976,..
Suriname,SUR,1977,..
Suriname,SUR,1978,..
Suriname,SUR,1979,..
Suriname,SUR,1980,..
Suriname,SUR,1981,..
Suriname,SUR,1982,..
Suriname,SUR,1983,..
Suriname,SUR,1984,..
Suriname,SUR,1985,..
Suriname,SUR,1986,..
Suriname,SUR,1987,..
Suriname,SUR,1988,..
Suriname,SUR,1989,..
Suriname,SUR,1990,..
Suriname,SUR,1991,..
Suriname,SUR,1992,..
Suriname,SUR,1993,..
Suriname,SUR,1994,..
Suriname,SUR,1995,..
Suriname,SUR,1996,..
Suriname,SUR,1997,..
Suriname,SUR,1998,..
Suriname,SUR,1999,..
Suriname,SUR,2000,14.43908405
Suriname,SUR,2001,16.57664917
Suriname,SUR,2002,11.82013487
Suriname,SUR,2003,12.29664425
Suriname,SUR,2004,9.317776698
Suriname,SUR,2005,13.81489245
Suriname,SUR,2006,12.27013291
Suriname,SUR,2007,8.803144092
Suriname,SUR,2008,8.315252494
Suriname,SUR,2009,..
Suriname,SUR,2010,..
Suriname,SUR,2011,..
Suriname,SUR,2012,..
Suriname,SUR,2013,5.298787674
Suriname,SUR,2014,5.783710901
Suriname,SUR,2015,6.080810393
Suriname,SUR,2016,7.258140181
Suriname,SUR,2017,5.433820449
Suriname,SUR,2018,..
Suriname,SUR,2019,..
,,,
,,,
,,,
